Km,Vmax,id,activity,X,IR,pot2,ph,temp,dstr,cryst,lgCmin,lgCmax,Cmin,Cmax,lgCconst,Cconst,lgCcat,Ccat,lgvolume,Mcoat,Sufrace,MolWt,PEOE_VSA7,PEOE_VSA9,VSA_EState8,Kappa2,BalabanJ,MinAbsEStateIndex,MinEStateIndex,EState_VSA6,VSA_EState4,PEOE_VSA8,MinPartialCharge,EState_VSA4,SMR_VSA7,Complexity1,TPSA1,TPSA2,TPSA,XLogP,MaxEStateIndex.1,MaxEStateIndex.2,MinPartialCharge.1,MaxPartialCharge.1,BCUT2D_CHGLO,polym,Complexity
0.17,0.000141,310,1,2.44,1.397,-0.024,4,25,3,6,0,1,1,10,1,10,-1.48148606,0.033,7.773193821,121.16,1,121.161,0,0,0,2.872924705,3.343417059,0.189814815,-1.00462963,0,4.939814815,5.752853607,-0.480063884,0,0,226,52,40.5,63.32,-2.5,5.99273862,6,-0.39829863,0.037337328,-1.960760993,0.999991747,75
1.98,0.000152,311,1,2.44,1.397,-0.024,4,25,3,6,-3,1.477121255,0.001,30,0,1,-1.48148606,0.033,7.773193821,121.16,1,121.161,0,0,0,2.872924705,3.343417059,0.189814815,-1.00462963,0,4.939814815,5.752853607,-0.480063884,0,0,0,40.5,52,63.32,-2.5,6,5.99273862,-0.254557431,-0.254557431,-1.960760993,0.999991747,75
0.15,0.000161,312,1,2.44,1.397,-0.024,4,25,3,6,-1,0,0.1,1,1,10,-1.48148606,0.033,7.773193821,121.16,1,121.161,0,0,0,2.872924705,3.343417059,0.189814815,-1.00462963,0,4.939814815,5.752853607,-0.480063884,0,0,0,883,40.5,63.32,-2.5,11.3319983,6,-0.744035145,0.211204803,-1.960760993,0.999991747,75
8.06,0.000992,313,1,2.44,1.397,-0.024,4,25,3,6,-3,1.477121255,0.001,30,0,1,-1.48148606,0.033,7.773193821,121.16,1,121.161,0,0,0,2.872924705,3.343417059,0.189814815,-1.00462963,0,4.939814815,5.752853607,-0.480063884,0,0,0,40.5,52,63.32,-2.5,6,5.99273862,-0.254557431,-0.254557431,-1.960760993,0.999991747,75
0.086,0.000132,314,1,2.44,1.397,-0.024,4,35,3,6,-1.301029996,0.243038049,0.05,1.75,0.679588002,24.02,-1,0.1,7.773193821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.122,0.000136,315,1,2.44,1.397,-0.024,4,35,3,6,-3,1.77815125,0.001,60,0,1,-1,0.1,7.773193821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.047,0.000178,316,1,2.44,1.397,-0.024,4,35,3,6,-1.301029996,0.243038049,0.05,1.75,-0.638764005,0.26,-1,0.1,7.773193821,5000,1,44.053,0,13.21376393,2,0.206165084,2.25,1,1,0,0,0,-0.376667636,13.21376393,0,226,52,40.5,12.53,-0.1,5.99273862,6,-0.39829863,0.037337328,-1.241764757,113.4996482,10
0.108,0.000106,317,1,2.44,1.397,-0.024,4,35,3,6,-3,1.77815125,0.001,60,0,1,-1,0.1,7.773193821,5000,1,44.053,0,13.21376393,2,0.206165084,2.25,1,1,0,0,0,-0.376667636,13.21376393,0,0,40.5,52,12.53,-0.1,6,5.99273862,-0.254557431,-0.254557431,-1.241764757,113.4996482,10
1.64,0.00099,322,1,2.209,1.515,-0.1564,3,35,3,7,-0.602059991,0.176091259,0.25,1.5,2,100,-1.301029996,0.05,12.52827378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.001,9.64E-06,324,1,2.65,1.433,0.05,4,50,3,7,-0.602059991,0.301029996,0.25,2,0.698970004,5,-0.22184875,0.6,2.096910013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
8.85,8.01E-05,325,1,2.65,1.433,0.05,4,50,3,7,-3,0.698970004,0.001,5,1.698970004,50,-0.22184875,0.6,2.096910013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.623,1.95E-05,326,1,2.667,1.177,-0.29,4,45,3,7,-0.602059991,0.301029996,0.25,2,0.698970004,5,-0.22184875,0.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.067,6.88E-06,327,1,2.667,1.177,-0.29,4,45,3,7,-3,0.698970004,0.001,5,1.698970004,50,-0.22184875,0.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.33,0.0002786,328,1,2.5384,1.0884,0.685,4,35,3,2,-1,0.255272505,0.1,1.8,0.77815125,6,0,1,7.632204133,66500,1,314.578,51.90284463,0,19.49796296,7.779665523,3.88E-07,0.208333333,-1.428626543,11.09986462,0,19.88931523,-0.535385563,18.86332337,12.77889057,226,52,40.5,41.9,60.8,5.99273862,6,-0.39829863,0.037337328,-2.205050126,211.3943124,120
0.75,0.0001288,329,1,2.4624,1.0004,0.685,4,35,3,2,-0.602059991,0.77815125,0.25,6,-0.301029996,0.5,0,1,7.632204133,66500,1,314.578,51.90284463,0,19.49796296,7.779665523,3.88E-07,0.208333333,-1.428626543,11.09986462,0,19.88931523,-0.535385563,18.86332337,12.77889057,0,40.5,52,41.9,60.8,6,5.99273862,-0.254557431,-0.254557431,-2.205050126,211.3943124,120
0.648,5.96E-05,330,1,1.9,0.91,0.52,6,30,3,7,-1,0,0.1,1,1.698970004,50,-1.312513311,0.40548,0,66463,0.2,203.434,39.28206812,0,15.13634259,3.742918213,4.226502749,0.882716049,-1.428626543,0,0,6.9237372,-0.535385563,5.897745344,0,226,52,40.5,21.59,21.6,5.99273862,6,-0.39829863,0.037337328,-2.205048427,326.7054671,0
29.16,4.22E-05,331,1,1.9,0.91,0.52,6,30,3,7,1,2.301029996,10,200,-0.301029996,0.5,-1.312513311,0.40548,0,66463,0.2,203.434,39.28206812,0,15.13634259,3.742918213,4.226502749,0.882716049,-1.428626543,0,0,6.9237372,-0.535385563,5.897745344,0,0,40.5,52,21.59,21.6,6,5.99273862,-0.254557431,-0.254557431,-2.205048427,326.7054671,0
1.335,0.000421,332,1,2.636,0.778,0.068,4.5,25,3,3,-1.301029996,-0.045757491,0.05,0.9,-0.27572413,0.53,-1.22184875,0.06,6.528273777,55000,0.2,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,226,52,40.5,20.31,0.4,5.99273862,6,-0.39829863,0.037337328,-2.048432761,494.8535234,0
0.379,0.000391,333,1,2.636,0.778,0.068,4.5,25,3,3,-1.301029996,-0.096910013,0.05,0.8,-0.096910013,0.8,-1.22184875,0.06,6.528273777,55000,0.2,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,0,40.5,52,20.31,0.4,6,5.99273862,-0.254557431,-0.254557431,-2.048432761,494.8535234,0
0.127,2.00E-05,334,1,2.28,1.35,1.2,4,35,3,7,-1.204119983,-0.301029996,0.0625,0.5,0,1,-0.148945499,4.31,1.930358029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
1.14,3.10E-05,335,1,2.28,1.35,1.2,4,35,3,7,-0.602059991,1,0.25,10,-0.602059991,0.25,-0.913006422,4.0642,1.930358029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.738,0.0185,336,1,2.923,1.094,-0.071,4,25,1,3,-3,-0.096910013,0.001,0.8,0.35563025,21.612,-0.364781748,4.2,5.494850022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.232,0.0129,337,1,2.923,1.094,-0.071,4,25,1,3,-3,0.84509804,0.001,7,0.342991622,20.236,-0.245242711,4.2966,5.494850022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.096,0.000412,338,1,2.2,1.3,0.85,4,55,3,6,-1.187086643,-0.886056648,0.065,0.13,-0.602059991,0.25,-1.32330639,0.0475,0.691346764,192.12,1,258.069,0,5.969305288,0,11.45982806,-2.40E-07,0,-2.974537037,0,-2.974537037,24.78025382,-0.550041816,0,0,226,52,40.5,140.62,141,5.99273862,6,-0.39829863,0.037337328,0,0.744452065,211
3.88,0.000565,339,1,2.2,1.3,0.85,4,55,3,6,0.698970004,1.255272505,5,18,-0.522878745,0.3,-1.32330639,0.0475,0.691346764,192.12,1,258.069,0,5.969305288,0,11.45982806,-2.40E-07,0,-2.974537037,0,-2.974537037,24.78025382,-0.550041816,0,0,0,40.5,52,140.62,141,6,5.99273862,-0.254557431,-0.254557431,0,0.744452065,211
0.69,0.0001687,340,1,2.6654,1.2284,0.279,4,35,1,7,-1,0.079181246,0.1,1.2,-1.22184875,0.06,-0.602059991,0.25,5.917337431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.087,0.0003218,341,1,2.518,1.2736,0.279,4,35,1,7,-1.301029996,0,0.05,1,-0.080921908,0.83,-0.602059991,0.25,5.917337431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.071,2.29E-05,342,1,2.6654,1.2284,0.45,6,30,3,7,-1.698970004,-1,0.02,0.1,0.301029996,2,1.301029996,20,0.691346764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.969,1.79E-05,343,1,2.4726,1.3176,0.45,6,30,3,7,-2,0.602059991,0.01,4,-1,0.1,1.301029996,20,0.691346764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.0603,0.000134,344,1,2.2,1.3,0.45,4,22,3,7,-2,-0.22184875,0.01,0.6,0.301029996,2,-0.777631136,0.222,1.840055884,55000,1,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,226,52,40.5,20.31,0.4,5.99273862,6,-0.39829863,0.037337328,-2.048432761,494.8535234,120
318,7.41E-05,345,1,2.2,1.3,0.45,4,22,3,7,-2,2.77815125,0.01,600,-0.096910013,0.8,-0.002466747,7.224,1.840055884,55000,1,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,0,40.5,52,20.31,0.4,6,5.99273862,-0.254557431,-0.254557431,-2.048432761,494.8535234,120
0.047,0.00038,346,1,2.2,0.73,0.83,4,22,3,7,-2,-0.22184875,0.01,0.6,0.301029996,2,-0.777631136,0.222,2.244564081,55000,1,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,226,52,40.5,20.31,0.4,5.99273862,6,-0.39829863,0.037337328,-2.048432761,494.8535234,120
730,0.00014,347,1,2.2,0.73,0.83,4,22,3,7,-2,2.77815125,0.01,600,-0.096910013,0.8,-0.002466747,7.224,2.244564081,55000,1,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,0,40.5,52,20.31,0.4,6,5.99273862,-0.254557431,-0.254557431,-2.048432761,494.8535234,120
0.0044,2.50E-05,349,1,2.54,1.51,1.69,3,25,3,7,-1.357829327,-1,0,0.1,-0.849975494,0.222,-0.878081285,30.39458,3.528273777,192.12,1,258.069,0,5.969305288,0,11.45982806,-2.40E-07,0,-2.974537037,0,-2.974537037,24.78025382,-0.550041816,0,0,0,40.5,52,140.62,141,6,5.99273862,-0.254557431,-0.254557431,0,0.744452065,211
2.02,0.00115,350,1,2.28,1.35,1.2,4,30,3,7,-1.744727495,-0.447331784,0.018,0.357,2.477121255,300,-0.827918366,0.24404868,1.519515097,70000,1,43.069,0,0,2.5,0.206165084,2.25,1.25,1.25,0,0,13.08951281,-0.314205753,0,0,226,52,40.5,21.94,-0.4,5.99273862,6,-0.39829863,0.037337328,-1.21429036,1625.298939,10
43.6,8.50E-05,351,1,2.28,1.35,1.2,4,30,3,7,1.591064607,2.247973266,39,177,-0.096910013,0.8,-1.047036082,0.232134,1.519515097,70000,1,43.069,0,0,2.5,0.206165084,2.25,1.25,1.25,0,0,13.08951281,-0.314205753,0,0,0,40.5,52,21.94,-0.4,6,5.99273862,-0.254557431,-0.254557431,-1.21429036,1625.298939,10
0.232,4.56E-05,352,1,2.44,1.397,-0.024,4,25,3,5.6,-0.301029996,0.301029996,0.5,2,1,10,-2,0.01,2.096910013,58000,1,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,226,52,40.5,20.31,0.4,5.99273862,6,-0.39829863,0.037337328,-2.048432761,521.8455337,120
0.366,4.76E-05,353,1,2.44,1.397,-0.024,4,25,3,7,0.301029996,1.096910013,2,12.5,0,1,-2,0.01,2.096910013,58000,1,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,0,40.5,52,20.31,0.4,6,5.99273862,-0.254557431,-0.254557431,-2.048432761,521.8455337,120
0.176,8.60E-05,354,1,2.6194,1.2546,-0.37,4,40,3,7,-1,0,0.1,1,2,100,-1,0.1,2.632114038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
47.6,0.000166,355,1,2.3772,1.1596,-0.37,4,40,3,7,1.301029996,2.176091259,20,150,-0.096910013,0.8,-1,0.1,2.632114038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.048,3.70E-06,356,1,2.807,1.088,-0.293,4,50,3,4,-3,-0.096910013,0.001,0.8,1.301029996,20,0,1,5.049218023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
2.79,4.80E-06,357,1,2.807,1.088,-0.293,4,50,3,4,0.698970004,2,5,100,-0.096910013,0.8,0,1,5.049218023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.083,2.75E-05,358,1,2.52,1.0754,0.039,4,50,3,6.4,-3,-0.096910013,0.001,0.8,1.301029996,20,0,1,5.397940009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
4.96,3.08E-05,359,1,2.3772,1.1596,0.039,4,50,3,6.4,0.698970004,2,5,100,-0.096910013,0.8,0,1,5.397940009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.074,0.0001,360,1,2.29,1.065,0.371,4,50,3,7,-3,-0.096910013,0.001,0.8,1.301029996,20,0,1,5.53529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
10.29,7.84E-05,361,1,2.29,1.065,0.371,4,50,3,7,0.698970004,2,5,100,-0.096910013,0.8,0,1,5.53529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.034,6.61E-05,362,1,2.29,1.065,0.371,4,50,3,7,-3,-0.096910013,0.001,0.8,1.301029996,20,0,1,3.903089987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
9.27,5.56E-05,363,1,2.29,1.065,0.371,4,50,3,7,0.698970004,2,5,100,-0.096910013,0.8,0,1,3.903089987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.091,7.26E-05,364,1,2.29,1.065,0.371,4,50,3,7,-3,-0.096910013,0.001,0.8,1.301029996,20,0,1,3.765817515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
11.71,5.67E-05,365,1,2.29,1.065,0.371,4,50,3,7,0.698970004,2,5,100,-0.096910013,0.8,0,1,3.765817515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.06,4.10E-05,366,1,2.67,1.065,0.17,4,45,1,2,-2,-0.522878745,0.01,0.3,2,100,-1.602059991,0.025,7.033858717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,40.5,0,0,11.3319983,6,-0.744035145,0.211204803,0,0,0
14.8,6.00E-06,367,1,2.67,1.065,0.17,4,45,1,2,0,3,1,1000,-1,0.1,-1.602059991,0.025,7.033858717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.6,0.000179,368,1,2.617,1.2586,0.257,3,35,3,5.4,-3,-0.301029996,0.001,0.5,-0.397940009,0.4,-2,0.01,5.096910013,5000,1,44.053,0,13.21376393,2,0.206165084,2.25,1,1,0,0,0,-0.376667636,13.21376393,0,226,52,40.5,12.53,-0.1,5.99273862,6,-0.39829863,0.037337328,-1.241764757,113.4996482,10
0.14,0.00012,369,1,2.617,1.2586,0.257,3,35,3,5.4,-3,0.698970004,0.001,5,-0.397940009,0.4,-2,0.01,5.096910013,5000,1,44.053,0,13.21376393,2,0.206165084,2.25,1,1,0,0,0,-0.376667636,13.21376393,0,226,52,40.5,12.53,-0.1,5.99273862,6,-0.39829863,0.037337328,-1.241764757,113.4996482,10
0.02,0.000108,370,1,2.2,1.35,0.086,4.5,25,3,7,-3,-0.301029996,0.001,0.5,1.698970004,50,-3.204119983,0.000625,0.528273777,58000,1,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,226,52,40.5,20.31,0.4,5.99273862,6,-0.39829863,0.037337328,-2.048432761,521.8455337,120
266,0.000385,371,1,2.2,1.35,-0.0694,4.5,25,3,7,-3,3,0.001,1000,-0.301029996,0.5,-3.204119983,0.000625,0.528273777,58000,1,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,226,52,40.5,20.31,0.4,5.99273862,6,-0.39829863,0.037337328,-2.048432761,521.8455337,120
0.22,0.000558,372,1,2.28,1.35,1.2,4,37,3,7,-2.15490196,0,0.007,1,0.903089987,8,-0.823908741,0.15,0.81552482,440000,1,1152.384,112.9204435,37.5740477,7.307812377,37.83266664,3.312274144,0.004355277,-1.875705046,27.6949488,23.25038458,0,-0.507966645,6.9237372,29.82891977,226,52,40.5,477.88,-5.1,5.99273862,6,-0.39829863,0.037337328,-2.304416,381.8171721,0
187.25,0.32,373,1,2.28,1.35,1.2,4,37,3,7,0.602059991,2,4,100,-0.677780705,0.21,-0.823908741,0.15,0.81552482,440000,1,1152.384,112.9204435,37.5740477,7.307812377,37.83266664,3.312274144,0.004355277,-1.875705046,27.6949488,23.25038458,0,-0.507966645,6.9237372,29.82891977,226,52,40.5,477.88,-5.1,5.99273862,6,-0.39829863,0.037337328,-2.304416,381.8171721,0
0.236,6.00E-06,374,1,3.027,1.093,0.263,4,32.4,3,7,-1.301029996,-0.22184875,0.05,0.6,2.301029996,200,-3,0.001,1.806179974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
212,0.000135,375,1,3.027,1.093,0.263,4,31.4,3,7,-2,2.903089987,0.01,800,-0.397940009,0.4,-3,0.001,1.806179974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.989,0.000303333,376,1,2.63,1.32,0.4242,7.4,25,3,4,-3,0.301029996,0.001,2,0.301029996,2,-2,0.01,4.668907502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,160,0,0,6,11.50371352,-0.254557431,-0.254557431,0,0,0
2.845,0.000281667,377,1,2.63,1.32,0.4242,7.4,25,3,4,-3,0.301029996,0.001,2,0.301029996,2,-2,0.01,5.07058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,160,0,0,6,11.50371352,-0.254557431,-0.254557431,0,0,0
0.431,0.000651667,379,1,2.63,1.32,0.4242,7.4,25,3,4,-3,0.301029996,0.001,2,0.301029996,2,-2,0.01,5.84817002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,160,0,0,6,11.50371352,-0.254557431,-0.254557431,0,0,0
0.19,0.000908333,380,1,2.63,1.32,0.4242,7.4,25,3,4,-3,0.301029996,0.001,2,0.301029996,2,-2,0.01,6.668149413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,160,0,0,6,11.50371352,-0.254557431,-0.254557431,0,0,0
0.196,0.000933333,381,1,2.63,1.32,0.3934,7,25,3,4,-3,0.243038049,0.001,1.75,0.301029996,2,-2,0.01,6.765817515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,160,0,0,6,11.50371352,-0.254557431,-0.254557431,0,0,0
1.16,0.0013,382,1,2.63,1.32,-0.0338,7,25,3,4,-3,0.698970004,0.001,5,0,1,-2,0.01,6.765817515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,160,40.5,0,0,11.50371352,6,-0.480086286,0.322470707,0,0,0
0.31,8.21E-05,383,1,2.81,1.063,0.016,4,35,3,3,-0.124938737,0.903089987,0.75,8,0.51851394,3.3,-2.431798276,0.0037,1.959637541,66500,1,203.434,39.28206812,0,15.13634259,3.742918213,4.226502749,0.882716049,-1.428626543,0,0,6.9237372,-0.535385563,5.897745344,0,62,52,40.5,21.59,21.6,5.394814815,6,-0.397062581,0.054727625,-2.205048427,326.8873443,177
0.12,5.71E-05,384,1,2.81,1.063,0.016,4,35,3,3,-0.602059991,0.602059991,0.25,4,-0.769551079,0.17,-2.431798276,0.0037,1.959637541,66500,1,203.434,39.28206812,0,15.13634259,3.742918213,4.226502749,0.882716049,-1.428626543,0,0,6.9237372,-0.535385563,5.897745344,0,0,40.5,52,21.59,21.6,6,5.394814815,-0.254557431,-0.254557431,-2.205048427,326.8873443,177
0.113,1.80E-05,385,1,2.516,1.495,1.645,7,25,3,7,-2,-1,0.01,0.1,0.397940009,2.5,-1.235435671,0.1351,3.193373968,192.12,0.2,258.069,0,5.969305288,0,11.45982806,-2.40E-07,0,-2.974537037,0,-2.974537037,24.78025382,-0.550041816,0,0,335,70,40.5,140.62,141,0,6,0,0,0,0.744452065,0
0.436,6.64E-07,386,1,2.516,1.495,1.645,7,25,3,7,-1,0,0.1,1,-2,0.01,-1.557856057,0.07132,3.193373968,192.12,0.2,258.069,0,5.969305288,0,11.45982806,-2.40E-07,0,-2.974537037,0,-2.974537037,24.78025382,-0.550041816,0,0,0,40.5,70,140.62,141,6,0,-0.254557431,-0.254557431,0,0.744452065,0
0.25,0.0001057,387,1,2.105,1.32,-0.1244,4,40,3,7,-1,0.602059991,0.1,4,0,1,-1.698970004,0.02,4.586750101,150000,0.2,93.557,0,0,3.9375,9.007600566,0,0,0,6.076020107,4.909722222,6.544756406,-0.327052285,0,12.65495579,226,52,40.5,26.02,26,5.99273862,6,-0.39829863,0.037337328,-1.606233206,1603.300662,0
0.35,0.0001596,388,1,2.105,1.32,-0.1244,4,40,3,7,-1,0.903089987,0.1,8,0,1,-1.698970004,0.02,4.586750101,150000,0.2,93.557,0,0,3.9375,9.007600566,0,0,0,6.076020107,4.909722222,6.544756406,-0.327052285,0,12.65495579,0,40.5,52,26.02,26,6,5.99273862,-0.254557431,-0.254557431,-1.606233206,1603.300662,0
0.86,0.0003475,390,1,2.105,1.32,-0.1244,4,40,3,7,-1,0.903089987,0.1,8,0,1,-1.698970004,0.02,4.613457285,150000,0.2,93.557,0,0,3.9375,9.007600566,0,0,0,6.076020107,4.909722222,6.544756406,-0.327052285,0,12.65495579,0,40.5,52,26.02,26,6,5.99273862,-0.254557431,-0.254557431,-1.606233206,1603.300662,0
0.02,2.91E-05,391,1,2.4318,1.1424,1.2,4.5,37,3,5.8,-1.698970004,-1.031517051,0.02,0.093,0.301029996,2,-0.602486023,30.46426,4.288696261,364.45,0.2,364.456,12.84164325,27.68777235,3.625283579,16.8044325,0,0,0,0,0,0,-1,4.483030858,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,-2.230981606,0.999983537,0
76,0.00075,392,1,2.4572,1.2474,1.2,4.5,37,3,6,-3,-0.070581074,0.001,0.85,-0.886056648,0.13,-0.58310402,30.43826,4.288696261,364.45,0.2,364.456,12.84164325,27.68777235,3.625283579,16.8044325,0,0,0,0,0,0,-1,4.483030858,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,-2.230981606,0.999983537,0
0.016,1.76E-05,393,1,2.4318,1.1424,1.101,4.5,37,3,5.8,-2,-1.031517051,0.01,0.093,0.301029996,2,-0.602486023,30.46426,4.76035462,364.45,0.2,364.456,12.84164325,27.68777235,3.625283579,16.8044325,0,0,0,0,0,0,-1,4.483030858,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,-2.230981606,0.999983537,0
92,0.00054,394,1,2.4572,1.2474,1.101,4.5,37,3,6,-3,-0.070581074,0.001,0.85,-0.886056648,0.13,-0.58310402,30.43826,4.76035462,364.45,0.2,364.456,12.84164325,27.68777235,3.625283579,16.8044325,0,0,0,0,0,0,-1,4.483030858,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,-2.230981606,0.999983537,0
0.01,1.29E-05,395,1,2.4618,1.0074,1.067,4.5,37,3,5.8,-2,-1.27572413,0.01,0.053,0.301029996,2,-0.602486023,30.46426,4.380211242,364.45,0.2,364.456,12.84164325,27.68777235,3.625283579,16.8044325,0,0,0,0,0,0,-1,4.483030858,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,-2.230981606,0.999983537,0
111.8,0.0005,396,1,2.4572,1.2474,1.067,4.5,37,3,6,-3,-0.070581074,0.001,0.85,-0.886056648,0.13,-0.58310402,30.43826,4.380211242,364.45,0.2,364.456,12.84164325,27.68777235,3.625283579,16.8044325,0,0,0,0,0,0,-1,4.483030858,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,-2.230981606,0.999983537,0
