Km,Vmax,id,activity,X,IR,pot2,ph,temp,dstr,cryst,lgCmin,lgCmax,Cmin,Cmax,lgCconst,Cconst,lgCcat,Ccat,lgvolume,Mcoat,Sufrace,MolWt,PEOE_VSA7,PEOE_VSA9,VSA_EState8,Kappa2,BalabanJ,MinAbsEStateIndex,MinEStateIndex,EState_VSA6,VSA_EState4,PEOE_VSA8,MinPartialCharge,EState_VSA4,SMR_VSA7,Complexity1,TPSA1,TPSA2,TPSA,XLogP,MaxEStateIndex.1,MaxEStateIndex.2,MinPartialCharge.1,MaxPartialCharge.1,BCUT2D_CHGLO,polym,Complexity
0.0065,1.3763,1,1,2.757,1.071,-0.05,4,37,3,7,0.176091259,0.176091259,0.001,1.5,2,100,-4.581698709,2.62E-05,1.83835157,282.47,0.2,282.468,32.10410811,0,2.25882859,16.26491488,3.066157801,0.331506779,-0.664233856,0,0,6.420821623,-0.48123039,12.84164325,12.15204021,226,52,40.5,37.3,6.5,5.99273862,6,-0.39829863,0.037337328,-1.987595192,1.00000708,0
0.0554,0.2643,2,1,2.757,1.071,-0.05,4,37,3,7,0.176091259,0.176091259,0.001,1.5,2,100,-4.581698709,2.62E-05,3.419637259,282.47,0.2,282.468,32.10410811,0,2.25882859,16.26491488,3.066157801,0.331506779,-0.664233856,0,0,6.420821623,-0.48123039,12.84164325,12.15204021,226,52,40.5,37.3,6.5,5.99273862,6,-0.39829863,0.037337328,-1.987595192,1.00000708,0
0.0355,8.363,3,1,2.757,1.071,-0.05,4,37,3,7,-0.301029996,1.397940009,0.5,25,2,100,-4.581698709,2.62E-05,1.83835157,282.47,0.2,282.468,32.10410811,0,2.25882859,16.26491488,3.066157801,0.331506779,-0.664233856,0,0,6.420821623,-0.48123039,12.84164325,12.15204021,0,40.5,52,37.3,6.5,6,5.99273862,-0.254557431,-0.254557431,-1.987595192,1.00000708,0
0.2277,0.4382,4,1,2.757,1.071,-0.05,4,37,3,7,-0.301029996,1.397940009,0.5,25,2,100,-4.581698709,2.62E-05,3.419637259,282.47,0.2,282.468,32.10410811,0,2.25882859,16.26491488,3.066157801,0.331506779,-0.664233856,0,0,6.420821623,-0.48123039,12.84164325,12.15204021,0,40.5,52,37.3,6.5,6,5.99273862,-0.254557431,-0.254557431,-1.987595192,1.00000708,0
0.0173,1.0272,5,1,2.757,1.071,-0.05,4,37,3,7,-0.698970004,2,0.2,100,1.176091259,15,-4.581698709,2.62E-05,4.167498253,282.47,0.2,282.468,32.10410811,0,2.25882859,16.26491488,3.066157801,0.331506779,-0.664233856,0,0,6.420821623,-0.48123039,12.84164325,12.15204021,226,52,40.5,37.3,6.5,5.99273862,6,-0.39829863,0.037337328,-1.987595192,1.00000708,0
0.0243,0.6753,6,1,2.757,1.071,-0.05,4,37,3,7,-0.698970004,2,0.2,100,1.176091259,15,-4.581698709,2.62E-05,4.519515097,282.47,0.2,282.468,32.10410811,0,2.25882859,16.26491488,3.066157801,0.331506779,-0.664233856,0,0,6.420821623,-0.48123039,12.84164325,12.15204021,226,52,40.5,37.3,6.5,5.99273862,6,-0.39829863,0.037337328,-1.987595192,1.00000708,0
0.0348,0.6468,7,1,2.757,1.071,-0.05,4,37,3,7,-0.698970004,2,0.2,100,1.176091259,15,-4.581698709,2.62E-05,4.965415304,282.47,0.2,282.468,32.10410811,0,2.25882859,16.26491488,3.066157801,0.331506779,-0.664233856,0,0,6.420821623,-0.48123039,12.84164325,12.15204021,226,52,40.5,37.3,6.5,5.99273862,6,-0.39829863,0.037337328,-1.987595192,1.00000708,0
0.0393,1.2813,8,1,2.757,1.071,-0.05,4,37,3,7,-0.301029996,1.397940009,0.5,25,2,100,-4.581698709,2.62E-05,4.167498253,282.47,0.2,282.468,32.10410811,0,2.25882859,16.26491488,3.066157801,0.331506779,-0.664233856,0,0,6.420821623,-0.48123039,12.84164325,12.15204021,0,40.5,52,37.3,6.5,6,5.99273862,-0.254557431,-0.254557431,-1.987595192,1.00000708,0
0.0661,0.9203,9,1,2.757,1.071,-0.05,4,37,3,7,-0.301029996,1.397940009,0.5,25,2,100,-4.581698709,2.62E-05,4.519515097,282.47,0.2,282.468,32.10410811,0,2.25882859,16.26491488,3.066157801,0.331506779,-0.664233856,0,0,6.420821623,-0.48123039,12.84164325,12.15204021,0,40.5,52,37.3,6.5,6,5.99273862,-0.254557431,-0.254557431,-1.987595192,1.00000708,0
0.1107,1.0422,10,1,2.757,1.071,-0.05,4,37,3,7,-0.301029996,1.397940009,0.5,25,2,100,-4.581698709,2.62E-05,4.965415304,282.47,0.2,282.468,32.10410811,0,2.25882859,16.26491488,3.066157801,0.331506779,-0.664233856,0,0,6.420821623,-0.48123039,12.84164325,12.15204021,0,40.5,52,37.3,6.5,6,5.99273862,-0.254557431,-0.254557431,-1.987595192,1.00000708,0
0.0752,0.000255451,11,1,2.757,1.071,-0.05,6,25,3,7,-3,2,0.001,100,1.176091259,15,-2.096910013,0.008,3.438384107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.0015,6.98,12,1,2.71,1.083,-0.179,3.5,37,3,7,-3,0.045322979,0.001,1.11,1,10,-3.301029996,0.0005,1.806179974,282.47,0.2,282.468,32.10410811,0,2.25882859,16.26491488,3.066157801,0.331506779,-0.664233856,0,0,6.420821623,-0.48123039,12.84164325,12.15204021,226,52,40.5,37.3,6.5,5.99273862,6,-0.39829863,0.037337328,-1.987595192,1.00000708,0
0.0964,0.353,13,1,2.71,1.083,-0.179,3.5,37,3,7,-3,0.045322979,0.001,1.11,1,10,-3.301029996,0.0005,3.612359948,282.47,0.2,282.468,32.10410811,0,2.25882859,16.26491488,3.066157801,0.331506779,-0.664233856,0,0,6.420821623,-0.48123039,12.84164325,12.15204021,226,52,40.5,37.3,6.5,5.99273862,6,-0.39829863,0.037337328,-1.987595192,1.00000708,0
0.033,0.73,15,1,2.71,1.083,-0.179,3.5,37,3,7,-3,0.045322979,0.001,1.11,1,10,-3.301029996,0.0005,4.294091292,282.47,0.2,282.468,32.10410811,0,2.25882859,16.26491488,3.066157801,0.331506779,-0.664233856,0,0,6.420821623,-0.48123039,12.84164325,12.15204021,226,52,40.5,37.3,6.5,5.99273862,6,-0.39829863,0.037337328,-1.987595192,1.00000708,0
0.112,7.15,16,1,2.71,1.083,-0.179,3.5,37,3,7,-3,1.380211242,0.001,24,0.176091259,1.5,-3.301029996,0.0005,1.806179974,282.47,0.2,282.468,32.10410811,0,2.25882859,16.26491488,3.066157801,0.331506779,-0.664233856,0,0,6.420821623,-0.48123039,12.84164325,12.15204021,0,40.5,52,37.3,6.5,6,5.99273862,-0.254557431,-0.254557431,-1.987595192,1.00000708,0
0.543,0.515,17,1,2.71,1.083,-0.179,3.5,37,3,7,-3,1.380211242,0.001,24,0.176091259,1.5,-3.301029996,0.0005,3.612359948,282.47,0.2,282.468,32.10410811,0,2.25882859,16.26491488,3.066157801,0.331506779,-0.664233856,0,0,6.420821623,-0.48123039,12.84164325,12.15204021,0,40.5,52,37.3,6.5,6,5.99273862,-0.254557431,-0.254557431,-1.987595192,1.00000708,0
0.242,4.94,18,1,2.71,1.083,-0.179,3.5,37,3,7,-3,1.380211242,0.001,24,0.176091259,1.5,-3.301029996,0.0005,3.765817515,282.47,0.2,282.468,32.10410811,0,2.25882859,16.26491488,3.066157801,0.331506779,-0.664233856,0,0,6.420821623,-0.48123039,12.84164325,12.15204021,0,40.5,52,37.3,6.5,6,5.99273862,-0.254557431,-0.254557431,-1.987595192,1.00000708,0
0.304,1.76,19,1,2.71,1.083,-0.179,3.5,37,3,7,-3,1.380211242,0.001,24,0.176091259,1.5,-3.301029996,0.0005,4.294091292,282.47,0.2,282.468,32.10410811,0,2.25882859,16.26491488,3.066157801,0.331506779,-0.664233856,0,0,6.420821623,-0.48123039,12.84164325,12.15204021,0,40.5,52,37.3,6.5,6,5.99273862,-0.254557431,-0.254557431,-1.987595192,1.00000708,0
0.605,5.38E-05,20,1,2.71,1.083,-0.179,3.5,25,3,7,-3,-0.096910013,0.001,0.8,0,0,-1.397940009,0.04,2.334453751,192.12,0.2,192.123,0,12.84164325,0,3.853986625,4.619312135,1.144212963,-2.738425926,0,-2.738425926,0,-0.481138775,0,0,226,52,40.5,132.13,-1.7,5.99273862,6,-0.39829863,0.037337328,-2.178395123,0.999984385,0
0.528,2.15E-05,21,1,2.71,1.083,-0.179,3.5,25,3,7,-3,1.146128036,0.001,14,-0.096910013,0.8,-1.397940009,0.04,2.334453751,192.12,0.2,192.123,0,12.84164325,0,3.853986625,4.619312135,1.144212963,-2.738425926,0,-2.738425926,0,-0.481138775,0,0,0,40.5,52,132.13,-1.7,6,5.99273862,-0.254557431,-0.254557431,-2.178395123,0.999984385,0
0.67,2.09E-05,22,1,2.676,1.067,-0.349,4,45,3,7,-0.8,-0.397940009,0.6202,0.4,-0.38210376,0.504,-1.397940009,0.04,7.027268042,20000,0.2,44.053,0,13.21376393,2,0.206165084,2.25,1,1,0,0,0,-0.376667636,13.21376393,0,226,52,40.5,12.53,-0.1,5.99273862,6,-0.39829863,0.037337328,-1.241764757,453.9985926,0
0.14,0.0001254,23,1,2.676,1.067,-0.349,4,45,3,7,-0.920818754,-0.397940009,0.12,0.4,1.079181246,12,-1.397940009,0.04,7.027268042,20000,0.2,44.053,0,13.21376393,2,0.206165084,2.25,1,1,0,0,0,-0.376667636,13.21376393,0,0,883,40.5,12.53,-0.1,11.3319983,6,-0.744035145,0.211204803,-1.241764757,453.9985926,0
4.61,0.0001346,24,1,2.676,1.067,-0.349,4,45,3,7,0,1.301029996,1,20,-0.397940009,0.4,-1.397940009,0.04,7.027268042,20000,0.2,44.053,0,13.21376393,2,0.206165084,2.25,1,1,0,0,0,-0.376667636,13.21376393,0,0,40.5,52,12.53,-0.1,6,5.99273862,-0.254557431,-0.254557431,-1.241764757,453.9985926,0
0.55,4.57E-05,25,1,2.761,1.137,-0.047,4,45,3,7,-0.8,0.72247199,0.6202,11.6,-0.38210376,0.504,-1.397940009,0.04,6.903089987,20000,0.2,44.053,0,13.21376393,2,0.206165084,2.25,1,1,0,0,0,-0.376667636,13.21376393,0,226,52,40.5,12.53,-0.1,5.99273862,6,-0.39829863,0.037337328,-1.241764757,453.9985926,0
0.46,0.0001748,26,1,2.761,1.137,-0.047,4,45,3,7,-0.920818754,-0.397940009,0.12,0.4,1.079181246,12,-1.397940009,0.04,6.903089987,20000,0.2,44.053,0,13.21376393,2,0.206165084,2.25,1,1,0,0,0,-0.376667636,13.21376393,0,0,883,40.5,12.53,-0.1,11.3319983,6,-0.744035145,0.211204803,-1.241764757,453.9985926,0
2.6,0.0001411,27,1,2.761,1.137,-0.047,4,45,3,7,0,1.301029996,1,20,-0.397940009,0.4,-1.397940009,0.04,6.903089987,20000,0.2,44.053,0,13.21376393,2,0.206165084,2.25,1,1,0,0,0,-0.376667636,13.21376393,0,0,40.5,52,12.53,-0.1,6,5.99273862,-0.254557431,-0.254557431,-1.241764757,453.9985926,0
490.72,6.32E-05,28,1,2.724,1.07,-0.119,4,25,3,7,0.977723605,2.802089258,9.5,634,1,10,0.221848758,1.6666667,4.879760868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.509,9.18E-05,29,1,2.724,1.07,-0.119,4,25,3,7,1.556302501,2.831229694,36,678,2.245512668,176,0.221848758,1.6666667,4.879760868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.85,0.0001331,30,1,2.724,1.07,-0.119,4,40,3,7,-1,0.204119983,0.1,1.6,-0.698970004,0.2,-1.397940009,0.04,6.903089987,20000,0.2,106.121,0,26.42752786,1.75,5.88,1.05E-07,0.125,-0.125,0,0,0,-0.393990542,13.21376393,0,226,52,40.5,52.99,53,5.99273862,6,-0.39829863,0.037337328,-1.699066797,188.4641117,0
1.66,7.74E-05,31,1,2.724,1.07,-0.119,4,40,3,7,-3,1.204119983,0.001,16,-0.494850022,0.32,-1.397940009,0.04,6.903089987,20000,0.2,106.121,0,26.42752786,1.75,5.88,1.05E-07,0.125,-0.125,0,0,0,-0.393990542,13.21376393,0,0,40.5,52,52.99,53,6,5.99273862,-0.254557431,-0.254557431,-1.699066797,188.4641117,0
0.142,2.22E-05,32,1,2.776,1.127,0.077,4,37,3,2,-2,0.176091259,0.01,1.5,-0.698970004,0.2,-1.698970004,0.02,6,62.07,0.2,62.068,0,13.21376393,-0.25,2.92,1.974744871,0.125,-0.125,0,0,0,-0.393990542,0,0,226,52,40.5,40.46,-1.4,5.99273862,6,-0.39829863,0.037337328,-1.699066797,1.000032223,0
9.406,0.0002584,33,1,2.776,1.127,0.077,4,37,3,2,-1,1.301029996,0.1,20,0.602059991,4,-1.698970004,0.02,6,62.07,0.2,62.068,0,13.21376393,-0.25,2.92,1.974744871,0.125,-0.125,0,0,0,-0.393990542,0,0,0,40.5,52,40.46,-1.4,6,5.99273862,-0.254557431,-0.254557431,-1.699066797,1.000032223,0
0.317,2.19E-05,34,1,2.744,1.09,0.057,4,35,1,7,-1,0.903089987,0.1,8,0.477121255,3,-0.698970004,0.2,5.795880017,200,0.2,44.053,0,13.21376393,2,0.206165084,2.25,1,1,0,0,0,-0.376667636,13.21376393,0,226,52,40.5,12.53,-0.1,5.99273862,6,-0.39829863,0.037337328,-1.241764757,4.539985926,0
0.325,3.75E-05,35,1,2.744,1.09,0.057,4,35,1,7,-1,0.477121255,0.1,3,0.903089987,8,-0.698970004,0.2,5.795880017,200,0.2,44.053,0,13.21376393,2,0.206165084,2.25,1,1,0,0,0,-0.376667636,13.21376393,0,0,40.5,52,12.53,-0.1,6,5.99273862,-0.254557431,-0.254557431,-1.241764757,4.539985926,0
0.2,0.00472,36,1,3.003,1.108,0.042,3,28,3,1,-2,-0.207608311,0.01,0.62,0.672097858,4.7,0,1,5.458631807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.38,0.000113,37,1,3.003,1.108,0.042,3,28,3,1,-0.698970004,0.322219295,0.2,2.1,-0.619788758,0.24,0,1,5.458631807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
1.18,0.0001148,38,1,2.992,1.117,-0.09,3,40,3,2,-1.698970004,-0.22184875,0.02,0.6,2.568201724,370,-1.420216403,0.038,10.60205999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.59,2.18E-05,39,1,2.992,1.117,-0.09,3,40,3,2,-0.698970004,1,0.2,10,-0.721246399,0.19,-1.420216403,0.038,10.60205999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.311,2.58E-05,40,1,2.827,1.086,-0.096,5,30,3,2,-1.301029996,-0.397940009,0.05,0.4,0.903089987,8,-1.522878745,0.03,7.193820026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.669,1.25E-05,41,1,2.827,1.086,-0.096,5,30,3,2,-0.301029996,0.84509804,0.5,7,-0.301029996,0.5,-1.522878745,0.03,7.193820026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.691,2.51E-05,42,1,2.87,1.084,-0.048,4,25,1,3,-1,-0.096910013,0.1,0.8,1,10,-1,0.1,7.301029996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.0732,2.72E-05,43,1,2.87,1.084,-0.048,4,25,1,3,1,2.397940009,10,250,-0.096910013,0.8,-1,0.1,7.301029996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.333,no,44,1,2.776,1.15,0.11,4,25,3,2,-1.301029996,0,0.05,1,-0.22184875,0.6,-1.698970004,0.02,8.698970004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
1.3,no,45,1,2.776,1.15,0.11,4,25,3,2,-1.301029996,0,0.05,1,-0.397940009,0.4,-1.698970004,0.02,8.698970004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.0412,no,46,1,2.776,1.15,0.11,4,25,1,2,-2,-0.522878745,0.01,0.3,0.903089987,8,-2.346787486,0.0045,6.367877507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
5.291,no,47,1,2.776,1.15,0.11,4,25,1,2,0,1.698970004,1,50,-1,0.1,-2.346787486,0.0045,6.367877507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.077,0.0005105,48,1,2.967,1.109,-0.021,4,25,1,2,-1,-0.096910013,0.1,0.8,1.301029996,20,-1.823908741,0.015,8.653212514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
8.03,no,49,1,2.776,1.15,0.11,5,25,1,2,-0.22184875,0.204119983,0.6,1.6,1,10,-0.522878745,0.3,7.176091259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
14,no,50,1,2.776,1.15,0.11,5,25,1,2,0,1.698970004,1,50,-0.096910013,0.8,-0.522878745,0.3,7.176091259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
1.115,0.0001162,51,1,2.967,1.109,-0.021,4,25,1,2,0,1.698970004,1,50,0.903089987,8,-1.823908741,0.015,8.653212514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.577,8.15E-05,52,1,2.582,1.09,-0.21,4.5,25,2,2,-1,0.176091259,0.1,1.5,2,100,-2,0.01,4.204119983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
27.653,0.0002765,53,1,2.582,1.09,-0.21,4.5,25,2,2,0,2.301029996,1,200,2.698970004,500,-2,0.01,4.204119983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
10,2.88E-05,54,1,2.656,1.066,0.11,4.65,25,3,5,-0.698970004,1,0.2,10,2.301029996,200,-1,0.1,2.62518379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
71,3.00E-06,55,1,2.656,1.066,0.11,4.65,25,3,5,1,2,10,100,1,10,-1,0.1,2.62518379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
1.126,3.73E-05,56,1,3.025,1.111,0.023,4,25,1,3,-1,-0.096910013,0.1,0.8,1,10,-0.522878745,0.3,7.903089987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.106,7.51E-05,57,1,3.025,1.111,0.023,4,25,1,3,0.301029996,1.698970004,2,50,0.903089987,8,-0.522878745,0.3,7.903089987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.245,0.0001478,58,1,2.8696,1.1562,-0.215,5,25,3,7,-1,0,0.1,1,-1.698970004,0.02,-1.522878745,0.03,8.334453751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.133,0.001101,59,1,2.8828,1.1208,-0.215,5,25,3,7,-1.698970004,-0.698970004,0.02,0.2,1.301029996,20,-1.522878745,0.03,8.334453751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
1.81,2.70E-05,60,1,2.8206,1.1762,-0.215,3.6,25,1,7,-0.522878745,0.477121255,0.3,3,-1,0.1,-1.07918142,0.0833333,7.176091259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.021,2.80E-05,61,1,2.7826,1.1878,-0.215,3.6,25,1,7,-2,-0.886056648,0.01,0.13,0.477121255,3,-1.07918142,0.0833333,7.176091259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.36,0.0001666,62,1,2.7966,1.1608,-0.29,6,30,1,7,0,0.477121255,1,3,0.079181246,1.2,0.477121255,3,7.903089987,52.414,0.2,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,226,52,40.5,20.31,0.4,5.99273862,6,-0.39829863,0.037337328,-2.048432761,0,0
132.21,4.34E-05,63,1,2.7158,1.2086,-0.29,6,30,1,7,1.698970004,2.698970004,50,500,-0.096910013,0.8,0.477121255,3,7.026975382,0,0.2,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,0,40.5,52,20.31,0.4,6,5.99273862,-0.254557431,-0.254557431,-2.048432761,0,0
0.15,6.40E-06,64,1,2.9404,1.1774,-0.29,3.5,40,3,7,-1.301029996,0,0.05,1,1.698970004,50,-0.779255588,0.1662434,8.398021648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
1.13,0.000125,65,1,2.8596,1.1754,-0.29,3.5,40,3,7,-0.301029996,0.602059991,0.5,4,2,100,-0.779255588,0.1662434,8.398021648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.39,5.94E-05,66,1,2.747,1.149,0.27,4,30,3,7,-2,0,0.01,1,2.514547753,327,-2.777283529,0.00167,4.63357954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
9.43,1.91E-05,67,1,2.6718,1.0478,0.27,4,30,3,7,-3,3,0.001,1000,-0.777283529,0.17,-2.777283529,0.00167,4.63357954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.018,1.25E-05,68,1,2.9054,1.1494,0.1618,4,25,3,7,-2.301029996,-0.522878745,0.005,0.3,-0.397940009,0.4,-1.823908741,0.015,3.528273777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
6.942,0.0005,69,1,2.8572,1.1738,-0.0844,4,25,3,7,-2.301029996,-0.397940009,0.005,0.4,-0.698970004,0.2,-1.823908741,0.015,3.528273777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.101,5.70E-06,70,1,2.8596,1.1754,0.016,4,40,3,4,-1.301029996,-0.522878745,0.05,0.3,1.301029996,20,-0.779255588,0.1662434,9.903089987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.105,no,72,1,2.8596,1.1754,1.2,4,40,3,2,-0.522878745,-0.522878745,0.3,0.3,1.301029996,20,-2.301029996,0.005,3.938019097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
8.45,no,73,1,2.8886,1.1792,1.2,4,40,3,2,1.301029996,1.301029996,20,20,-0.522878745,0.3,-2.301029996,0.005,3.938019097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.107,3.62E-05,74,1,2.75,1.32,0.191,4,25,3,7,-2.301029996,-0.522878745,0.005,0.3,-0.397940009,0.4,-1.823908741,0.015,3.528273777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
155,9.11E-05,75,1,2.75,1.32,-0.0458,4,25,3,7,-2.301029996,-0.397940009,0.005,0.4,-0.698970004,0.2,-1.823908741,0.015,3.528273777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.23,no,76,1,2.75,1.32,0.0276,4,25,3,7,-0.088309841,-0.088309841,0.816,0.816,2.72427587,530,-1.936418972,0.0115766,6.684430823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.46,no,77,1,2.75,1.32,0.0276,4,25,3,7,-0.088309841,-0.088309841,0.816,0.816,2.72427587,530,-1.936418972,0.0115766,6.868193602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.58,no,78,1,2.75,1.32,0.0276,4,25,3,7,-0.088309841,-0.088309841,0.816,0.816,2.72427587,530,-1.936418972,0.0115766,7.04374556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
3.89,0.0001493,79,1,2.75,1.32,0.2372,4,40,3,7,-1.301029996,-0.522878745,0.05,0.3,1.301029996,20,-0.779255588,0.1662434,7.175979217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
2.46,9.62E-05,80,1,2.75,1.32,-0.0072,4,40,3,7,-3,0,0.001,1,-0.522878745,0.3,-0.779255588,0.1662434,7.175979217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
1.41,3.96E-05,81,1,2.81,1.063,0.016,4,40,3,4,-1.301029996,-0.522878745,0.05,0.3,1.301029996,20,-0.779255588,0.1662434,9.903089987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
1.34,7.75E-05,82,1,2.81,1.063,0.016,4,40,3,4,-3,0,0.001,1,-0.522878745,0.3,-0.779255588,0.1662434,9.903089987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
