id,formula,activity,Km,Vmax,X,IR,pot2,ph,temp,dstr,cryst,lgCmin,lgCmax,Cmin,Cmax,lgCconst,Cconst,lgCcat,Ccat,lgvolume,Mcoat,Sufrace,MolWt,PEOE_VSA7,PEOE_VSA9,VSA_EState8,Kappa2,BalabanJ,MinAbsEStateIndex,MinEStateIndex,EState_VSA6,VSA_EState4,PEOE_VSA8,MinPartialCharge,EState_VSA4,SMR_VSA7,Complexity1,TPSA1,TPSA2,TPSA,XLogP,MaxEStateIndex.1,MaxEStateIndex.2,MinPartialCharge.1,MaxPartialCharge.1
645,Fe3O4,1,37.9900,5.28E-06,2.75,1.32,,4.5,,3,7,-3,2.954242509,0.001,900,-0.096910013,0.8,-2.698970004,0.002,8.43874007,155.15,1,217.225,0,19.541084,-0.25,7.917399469,4.23E-07,0.125,-1.00037037,6.196843572,5.996388889,18.31159319,-0.480076978,5.693927995,18.21809164,0,40.5,52,132.46,133,6,5.99273862,-0.254557431,-0.254557431
652,Eu2O2S,1,0.0340,0.522,2.372,1.279,-1.358,4,40,2,6,-1.522878745,0.301029996,0.03,2,,,,,1.84509804,267.49,0.2,549.969,70.75297264,0,5.399846115,39.05486652,0,0.331506779,-0.664233856,0,5.473640837,6.420821623,-0.48123039,19.38639965,24.30408043,226,52,40.5,63.32,63.3,5.99273862,6,-0.39829863,0.037337328
653,Eu2O2S,1,30.1100,1.809,2.372,1.279,-1.358,4,40,2,6,0.477121255,1.903089987,3,80,1,10,,,1.84509804,267.49,0.2,549.969,70.75297264,0,5.399846115,39.05486652,0,0.331506779,-0.664233856,0,5.473640837,6.420821623,-0.48123039,19.38639965,24.30408043,0,40.5,52,63.32,63.3,6,5.99273862,-0.254557431,-0.254557431
654,Eu2O2S,1,0.1400,0.683,2.372,1.279,-1.358,4,40,3,6,-1.522878745,0.301029996,0.03,2,,,,,3.341830057,370.64,0.2,370.646,37.74819495,0,6.959163038,22.47093328,3.760771659,0.365852344,0.365852344,18.48573008,0,0,-0.106732584,0,0,226,52,40.5,0,10.2,5.99273862,6,-0.39829863,0.037337328
655,Eu2O2S,1,142.3400,4.488,2.372,1.279,-1.358,4,40,3,6,0.477121255,1.903089987,3,80,1,10,,,3.341830057,370.64,0.2,370.646,37.74819495,0,6.959163038,22.47093328,3.760771659,0.365852344,0.365852344,18.48573008,0,0,-0.106732584,0,0,0,40.5,52,0,10.2,6,5.99273862,-0.254557431,-0.254557431
656,Eu2O2S,1,0.1820,0.679,2.372,1.279,-1.358,4,40,3,6,-1.522878745,0.301029996,0.03,2,,,,,1.799340549,267.49,0.2,267.501,38.64886452,0,3.141017525,17.7,3.007721771,0.862283951,0.862283951,0,5.473640837,0,-0.330473504,6.544756406,12.15204021,226,52,40.5,26.02,7.6,5.99273862,6,-0.39829863,0.037337328
657,Eu2O2S,1,195.4800,3.82,2.372,1.279,-1.358,4,40,3,6,0.477121255,1.903089987,3,80,1,10,,,1.799340549,267.49,0.2,267.501,38.64886452,0,3.141017525,17.7,3.007721771,0.862283951,0.862283951,0,5.473640837,0,-0.330473504,6.544756406,12.15204021,0,40.5,52,26.02,7.6,6,5.99273862,-0.254557431,-0.254557431
658,Eu2O3,1,0.2700,0.787,2.544,1.191,-1.358,4,40,3,6,-1.522878745,0.301029996,0.03,2,,,,,6.528273777,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
659,Eu2O3,1,211.5900,4.366,2.544,1.191,-1.358,4,40,3,6,0.477121255,1.903089987,3,80,1,10,,,6.528273777,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
660,RuSe2,1,1.2070,0.00072411,2.433,1.48,0.263,4.5,60,3,7,-1.301029996,-0.124938737,0.05,0.75,0.397940009,2.5,-2.301029996,0.005,2.096910013,5750,0.2,102.133,6.9237372,25.92461228,5.041666667,2.284554637,7.29E-08,0.583333333,0.583333333,0,0,0,-0.376667636,19.82064589,0,226,52,40.5,25.06,25.1,5.99273862,6,-0.39829863,0.037337328
661,RuSe2,1,0.9360,0.00013193,2.433,1.48,0.263,4.5,60,3,7,-3,1.698970004,0.001,50,-0.602059991,0.25,-2.301029996,0.005,2.096910013,5750,0.2,102.133,6.9237372,25.92461228,5.041666667,2.284554637,7.29E-08,0.583333333,0.583333333,0,0,0,-0.376667636,19.82064589,0,0,40.5,52,25.06,25.1,6,5.99273862,-0.254557431,-0.254557431
662,RuSe2,1,2.2200,0.00032446,2.433,1.48,0.263,4.5,60,3,7,-1.301029996,-0.124938737,0.05,0.75,0.397940009,2.5,-2.301029996,0.005,2.096910013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
663,RuSe2,1,0.6450,4.23E-05,2.433,1.48,0.263,4.5,60,3,7,-3,1.698970004,0.001,50,-0.602059991,0.25,-2.301029996,0.005,2.096910013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
664,YVO4,1,0.1062,0.000361,2.768,1.127,-0.437,4,25,3,4,-1,-0.096910013,0.1,0.8,0.301029996,2,-1.096910013,0.08,12.52827378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
665,YVO4,1,3.8200,0.000597,2.768,1.127,-0.437,4,25,3,4,0,0.903089987,1,8,-0.698970004,0.2,-1.096910013,0.08,12.52827378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
666,Ce2(WO4)3,1,0.0530,0.0001709,2.976,1.155,-0.308,4,25,2,2,-2,-1,0.01,0.1,0.397940009,2.5,-1.15490196,0.07,7.096910013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
667,Ce2(WO4)3,1,4.2500,0.0002006,2.976,1.155,-0.308,4,25,2,2,0,1.397940009,1,25,-0.096910013,0.8,-1.15490196,0.07,7.096910013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
668,Mo5N6,1,1.4560,5.95E-05,2.64,1.379,,3,37,2,,-1,0.079181246,0.1,1.2,-1.301029996,0.05,-1.853871964,0.014,6.397940009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
669,Mo5N6,1,0.0820,9.00E-06,2.64,1.379,,3,37,2,,-2.301029996,-1.301029996,0.005,0.05,-0.397940009,0.4,-1.853871964,0.014,6.397940009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
670,CuS,1,0.4090,6.32E-05,2.24,1.285,0.17,4.5,45,3,6,-0.698970004,0.301029996,0.2,2,1.301029996,20,,,2.334453751,66500,0.2,203.434,39.28206812,0,15.13634259,3.742918213,4.226502749,0.882716049,-1.428626543,0,0,6.9237372,-0.535385563,5.897745344,0,226,52,40.5,21.59,21.6,5.99273862,6,-0.39829863,0.037337328
671,CuS,1,0.4060,5.49E-05,2.24,1.285,0.17,4.5,45,3,6,-1,1.301029996,0.1,20,0.301029996,2,,,2.334453751,66500,0.2,203.434,39.28206812,0,15.13634259,3.742918213,4.226502749,0.882716049,-1.428626543,0,0,6.9237372,-0.535385563,5.897745344,0,0,40.5,52,21.59,21.6,6,5.99273862,-0.254557431,-0.254557431
673,Co3O4,1,0.1700,2.81E-05,2.771,1.299,,4.4,25,3,7,-1,-0.096910013,0.1,0.8,0.698970004,5,0,1,3,1135,1,1134.987,0,46.24817375,-7.327317349,26.02905323,1.076405941,1.046759621,-2.207173404,0,0,0,-0.393566318,0,0,226,52,40.5,554.05,-15,5.99273862,6,-0.39829863,0.037337328
674,Co3O4,1,1.4200,2.85E-05,2.771,1.299,,4.4,25,3,7,0,0.903089987,1,8,-0.301029996,0.5,0,1,3,1135,1,1134.987,0,46.24817375,-7.327317349,26.02905323,1.076405941,1.046759621,-2.207173404,0,0,0,-0.393566318,0,0,0,40.5,52,554.05,-15,6,5.99273862,-0.254557431,-0.254557431
675,Co3O4,1,0.2500,1.85E-05,2.771,1.299,,4.4,25,3,7,-1,-0.096910013,0.1,0.8,0.698970004,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
676,Co3O4,1,5.1700,1.79E-05,2.771,1.299,,4.4,25,3,7,0,0.903089987,1,8,-0.301029996,0.5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
677,Fe0.8Ni0.2S2,1,0.2210,0.000219,2.335,0.966,-0.027,4,25,3,,-3,0.698970004,0.001,5,-0.602059991,0.25,-1.301029996,0.05,7.070407322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
678,Fe0.8Ni0.2S2,1,0.0192,0.000241,2.335,0.966,-0.027,4,25,3,,-3,0.079181246,0.001,1.2,0,1,-1.301029996,0.05,7.070407322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
679,Fe0.6Ni0.4S2,1,0.7970,0.000172,2.341,1.004,-0.007,4,25,3,,-3,0.698970004,0.001,5,-0.602059991,0.25,-1.301029996,0.05,7.431363764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
680,Fe0.6Ni0.4S2,1,0.1230,0.000172,2.341,1.004,-0.007,4,25,3,,-3,0.079181246,0.001,1.2,0,1,-1.301029996,0.05,7.431363764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
681,Fe0.4Ni0.6S2,1,0.9160,0.000102,2.346,1.041,-0.005,4,25,3,,-3,0.698970004,0.001,5,-0.602059991,0.25,-1.301029996,0.05,6.903089987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
682,Fe0.4Ni0.6S2,1,0.2520,0.000145,2.346,1.041,-0.005,4,25,3,,-3,0.079181246,0.001,1.2,0,1,-1.301029996,0.05,6.903089987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
683,FeS2,1,1.0800,0.000478,2.33,0.928,-0.012,4,25,1,,-3,0.698970004,0.001,5,-0.602059991,0.25,-1.301029996,0.05,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
684,FeS2,1,0.0907,0.000127,2.33,0.928,-0.012,4,25,1,,-3,0.079181246,0.001,1.2,0,1,-1.301029996,0.05,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
687,Cu9S8,1,0.6600,7.16E-06,2.22,1.515,0.201,,50,3,6,-1,-0.301029996,0.1,0.5,-1,0.1,-0.397940009,0.4,6.379173575,364.45,0.2,586.76,25.68328649,27.68777235,5.847442893,35.91,-2.85E-07,0,-0.909309449,0,0,5.969305288,-1,17.3246741,0,226,52,40.5,40.13,31.17063007,5.99273862,6,-0.39829863,0.037337328
688,Cu9S8,1,0.4490,8.51E-06,2.22,1.515,0.201,,50,3,6,-1,-0.301029996,0.1,0.5,-1,0.1,-0.397940009,0.4,6.379173575,364.45,0.2,586.76,25.68328649,27.68777235,5.847442893,35.91,-2.85E-07,0,-0.909309449,0,0,5.969305288,-1,17.3246741,0,0,40.5,52,40.13,31.17063007,6,5.99273862,-0.254557431,-0.254557431
689,ZnS,1,0.3016,3.11E-05,2.115,1.29,-0.38,4,40,3,7,-3,0,0.001,1,1,10,-2.204119983,0.00625,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
690,ZnS,1,0.3080,9.15E-05,2.115,1.29,-0.38,4,40,3,7,-3,0.903089987,0.001,8,-0.088309841,0.82,-2.204119983,0.00625,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
691,Bi2Fe4O9,1,0.0700,2.17E-05,2.821,1.121,0.021,3.5,45,2,3,-2,-0.522878745,0.01,0.3,0.698970004,5,-2.096910013,0.008,6.496420368,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
692,Bi2Fe4O9,1,0.7300,1.56E-05,2.821,1.121,0.021,3.5,45,2,3,-1,0.698970004,0.1,5,-0.522878745,0.3,-2.096910013,0.008,6.496420368,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
693,FeS2,1,0.1700,3.93E-05,2.33,0.928,-0.012,4,45,3,,-3,-0.346787486,0.001,0.45,-0.698970004,0.2,-3.522878745,0.0003,6.903089987,192.12,0.2,258.069,0,5.969305288,0,11.45982806,-2.40E-07,0,-2.974537037,0,-2.974537037,24.78025382,-0.550041816,0,0,226,52,40.5,140.62,141,5.99273862,6,-0.39829863,0.037337328
694,FeS2,1,0.3000,5.62E-05,2.33,0.928,-0.012,4,45,3,,-3,-0.096910013,0.001,0.8,-0.698970004,0.2,-3.522878745,0.0003,6.903089987,192.12,0.2,258.069,0,5.969305288,0,11.45982806,-2.40E-07,0,-2.974537037,0,-2.974537037,24.78025382,-0.550041816,0,0,0,40.5,52,140.62,141,6,5.99273862,-0.254557431,-0.254557431
695,WS2,1,0.4300,2.00E-06,2.507,1.4,-0.04,3,45,2,6,-2,0.301029996,0.01,2,-1,0.1,-1,0.1,4.496376054,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
696,WS2,1,13.1700,1.00E-05,2.507,1.4,-0.04,3,45,2,6,1,2,10,100,-0.301029996,0.5,-1,0.1,4.496376054,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
697,WSe2,1,0.3200,1.03E-05,2.487,1.493,-0.04,3,45,2,6,-2,0.301029996,0.01,2,-1,0.1,-1,0.1,4.319730494,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
698,WSe2,1,5.6300,6.00E-06,2.487,1.493,-0.04,3,45,2,6,1,2,10,100,-0.301029996,0.5,-1,0.1,4.319730494,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
699,WTe2,1,0.2200,0.0001538,2.187,1.647,-0.079,3,45,2,3,-2,-1,0.01,0.1,-1,0.1,-1,0.1,6.038818787,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
700,WTe2,1,0.3100,0.000155,2.187,1.647,-0.079,3,45,2,3,1,2,10,100,-0.301029996,0.5,-1,0.1,6.038818787,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
701,CeCoO3,1,0.0120,1.07E-05,2.664,1.135,-0.23,5,35,3,7,-2,-1.096910013,0.01,0.08,2.397940009,250,,,4.632204133,390.3,1,390.354,56.58281356,0,0,4.802678743,1.822147984,0.407859727,-0.407859727,24.26546827,1.865948602,33.0262544,-0.288141672,32.31734529,70.78474251,226,52,40.5,92.34,3.3,5.99273862,6,-0.39829863,0.037337328
702,CeCoO3,1,18.6400,2.91E-05,2.664,1.135,-0.23,5,35,3,7,0,1,1,10,0,1,,,4.632204133,390.3,1,390.354,56.58281356,0,0,4.802678743,1.822147984,0.407859727,-0.407859727,24.26546827,1.865948602,33.0262544,-0.288141672,32.31734529,70.78474251,0,40.5,52,92.34,3.3,6,5.99273862,-0.254557431,-0.254557431
703,Fe3O4,1,0.0490,2.61E-05,2.75,1.32,,3.8,45,3,7,-1.698970004,-1.096910013,0.02,0.08,-0.602059991,0.25,-0.522878745,0.3,4.431363764,390.3,1,648.423,56.58281356,5.969305288,0,13.64973917,3.14E-07,0,-2.974537037,24.26546827,-1.108588435,57.80650822,-0.550041816,32.31734529,70.78474251,226,52,40.5,232.96,97.01848342,5.99273862,6,-0.39829863,0.037337328
704,Fe3O4,1,0.7414,1.55E-05,2.75,1.32,,3.8,45,3,7,0,0.77815125,1,6,-0.698970004,0.2,-0.522878745,0.3,4.431363764,390.3,1,648.423,56.58281356,5.969305288,0,13.64973917,3.14E-07,0,-2.974537037,24.26546827,-1.108588435,57.80650822,-0.550041816,32.31734529,70.78474251,0,40.5,52,232.96,97.01848342,6,5.99273862,-0.254557431,-0.254557431
705,Fe3O4,1,0.0603,2.08E-05,2.75,1.32,,3.8,45,3,7,-1.698970004,-1.096910013,0.02,0.08,-0.602059991,0.25,-0.522878745,0.3,3.528273777,192.12,0.2,258.069,0,5.969305288,0,11.45982806,-2.40E-07,0,-2.974537037,0,-2.974537037,24.78025382,-0.550041816,0,0,226,52,40.5,140.62,141,5.99273862,6,-0.39829863,0.037337328
706,Fe3O4,1,3.9270,1.74E-05,2.75,1.32,,3.8,45,3,7,0,0.77815125,1,6,-0.698970004,0.2,-0.522878745,0.3,3.528273777,192.12,0.2,258.069,0,5.969305288,0,11.45982806,-2.40E-07,0,-2.974537037,0,-2.974537037,24.78025382,-0.550041816,0,0,0,40.5,52,140.62,141,6,5.99273862,-0.254557431,-0.254557431
707,Cu2MoS4,1,1.3600,0.0002729,2.326,1.336,0.171,4,25,3,7,-3,0.301029996,0.001,2,3,1000,-1.397940009,0.04,3.973497309,30000,1,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,226,52,40.5,20.31,0.4,5.99273862,6,-0.39829863,0.037337328
708,Cu2MoS4,1,25.4600,0.0004281,2.326,1.336,0.171,4,25,3,7,-3,1.77815125,0.001,60,0.301029996,2,-1.397940009,0.04,3.973497309,30000,1,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,0,40.5,52,20.31,0.4,6,5.99273862,-0.254557431,-0.254557431
710,Fe3O4,1,0.2411,0.00065,2.75,1.32,,3.6,37,3,,-3,0.301029996,0.001,2,3,1000,-2,0.01,6.341830057,10000,0.2,106.121,0,26.42752786,1.75,5.88,1.05E-07,0.125,-0.125,0,0,0,-0.393990542,13.21376393,0,226,52,40.5,52.99,53,5.99273862,6,-0.39829863,0.037337328
711,Au,1,0.1277,0.000275,2.54,1.51,1.69,3.6,37,3,,-3,-0.045757491,0.001,0.9,3,1000,-2,0.01,3.341830057,192.12,0,258.069,0,5.969305288,0,11.45982806,-2.40E-07,0,-2.974537037,0,-2.974537037,24.78025382,-0.550041816,0,0,226,52,40.5,140.62,141,5.99273862,6,-0.39829863,0.037337328
712,C,1,0.1037,0.000562,2.55,0.7,,3.6,37,3,,-3,0.301029996,0.001,2,3,1000,-2,0.01,6.528273777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
716,Co3V2O8,1,0.1790,0.000578,2.802,1.084,-0.103,4,,1,,-2,-0.397940009,0.01,0.4,0.698970004,5,-1.301029996,0.05,7.677698181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
717,Co3V2O8,1,0.1200,5.30E-05,2.802,1.084,-0.103,4,,1,,-1,0.602059991,0.1,4,-1.301029996,0.05,-1.301029996,0.05,7.677698181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
719,Co3O4@NiO,1,0.0360,no,,,-0.13,4,,1,7,-2,-0.698970004,0.01,0.2,1,10,0.477121255,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
720,Co3O4@NiO,1,8.1700,no,,,-0.13,4,,1,7,-0.301029996,1.301029996,0.5,20,-1,0.1,0.477121255,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
721,SiW12@Co3O4,1,0.0230,5.30E-05,,,,5,,3,7,-2,0,0.01,1,1.698970004,50,0,1,7.193820026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
722,SiW12@Co3O4,1,167.8000,0.000251,,,,5,,3,7,1.698970004,3.301029996,50,2000,-0.301029996,0.5,0,1,7.193820026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
723,Mo0.02-Co3O4,1,0.0558,9.54E-05,,,,4,,1,7,-1.698970004,-0.698970004,0.02,0.2,1,10,0.477121255,3,8.602059991,1300000,0.2,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,226,52,40.5,20.31,0.4,5.99273862,6,-0.39829863,0.037337328
724,Mo0.02-Co3O4,1,22.4800,5.25E-05,,,,4,,1,7,0.301029996,1.531478917,2,34,-1,0.1,0.477121255,3,8.602059991,1300000,0.2,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,0,40.5,52,20.31,0.4,6,5.99273862,-0.254557431,-0.254557431
725,Au,1,0.0025,6.23E-05,2.54,1.51,1.69,3,40,3,,-3,-0.22184875,0.001,0.6,2.602059991,400,-2,0.01,4.632204133,66500,1,203.434,39.28206812,0,15.13634259,3.742918213,4.226502749,0.882716049,-1.428626543,0,0,6.9237372,-0.535385563,5.897745344,0,226,52,40.5,21.59,21.6,5.99273862,6,-0.39829863,0.037337328
726,Au,1,25.3000,7.21E-05,2.54,1.51,1.69,3,40,3,,1,2.477121255,10,300,-0.301029996,0.5,-2,0.01,4.632204133,66500,1,203.434,39.28206812,0,15.13634259,3.742918213,4.226502749,0.882716049,-1.428626543,0,0,6.9237372,-0.535385563,5.897745344,0,0,40.5,52,21.59,21.6,6,5.99273862,-0.254557431,-0.254557431
727,FeS,1,0.1300,no,2.205,1.31,-0.225,7,25,3,6,,,,,,,-2.173925197,0.0067,5.096910013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
728,FeS,1,7.2000,no,2.205,1.31,-0.225,7,25,3,6,,,,,,,-2.173925197,0.0067,5.096910013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
729,MoS2,1,0.5250,4.29E-05,2.44,1.397,-0.024,6.9,30,2,,-0.698970004,0.079181246,0.2,1.2,-1.096910013,0.08,-2.744727495,0.0018,4.602059991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
730,MoS2,1,0.0116,5.16E-05,2.44,1.397,-0.024,6.9,30,2,,-2,-0.920818754,0.01,0.12,0.079181246,1.2,-2.744727495,0.0018,4.602059991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
731,Fe0.5Co0.5,1,1.7900,0.000456,1.855,1.375,-0.365,4,35,3,0,-1,0.397940009,0.1,2.5,1.698970004,50,-2.455931956,0.0035,3.321629909,,0.2,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,226,52,40.5,20.31,0.4,5.99273862,6,-0.39829863,0.037337328
732,Fe0.5Co0.5,1,0.0600,0.000132,1.855,1.375,-0.365,4,35,3,0,-3,0,0.001,1,-0.096910013,0.8,-2.455931956,0.0035,3.321629909,,0.2,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,0,40.5,52,20.31,0.4,6,5.99273862,-0.254557431,-0.254557431
733,Fe,1,0.3800,0.000238,1.83,1.4,-0.45,4,35,3,0,-1,0.397940009,0.1,2.5,1.698970004,50,-2.455931956,0.0035,3.321629909,,0.2,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,226,52,40.5,20.31,0.4,5.99273862,6,-0.39829863,0.037337328
734,Fe,1,0.3200,0.00041,1.83,1.4,-0.45,4,35,3,0,-3,0,0.001,1,-0.096910013,0.8,-2.455931956,0.0035,3.321629909,,0.2,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,0,40.5,52,20.31,0.4,6,5.99273862,-0.254557431,-0.254557431
735,Co,1,5.0900,9.98E-05,1.88,1.35,-0.28,4,35,3,0,-1,0.397940009,0.1,2.5,1.698970004,50,-2.455931956,0.0035,3.321629909,,0.2,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,226,52,40.5,20.31,0.4,5.99273862,6,-0.39829863,0.037337328
736,Co,1,1.1400,1.72E-05,1.88,1.35,-0.28,4,35,3,0,-3,0,0.001,1,-0.096910013,0.8,-2.455931956,0.0035,3.321629909,,0.2,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,0,40.5,52,20.31,0.4,6,5.99273862,-0.254557431,-0.254557431
737,MnFe2O4,1,27.5000,0.000104,2.71,1.083,-0.179,7,25,3,7,0.698970004,1.477121255,5,30,1.77815125,60,-1.22184875,0.06,3.765817515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,52,40.5,0,0,5.394814815,6,-0.397062581,0.054727625
738,CoFe2O4,1,32.7000,7.80E-05,2.757,1.071,-0.05,7,25,3,7,0.698970004,1.397940009,5,25,1.77815125,60,-1.22184875,0.06,3.528273777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,52,40.5,0,0,5.394814815,6,-0.397062581,0.054727625
739,NiFe2O4,1,8.4000,8.60E-06,2.761,1.137,-0.047,7,25,3,7,0.477121255,1.301029996,3,20,1.77815125,60,-1.22184875,0.06,4.632204133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,52,40.5,0,0,5.394814815,6,-0.397062581,0.054727625
740,ZnFe2O4,1,22.6000,8.20E-06,2.724,1.07,-0.119,7,25,3,7,0.903089987,1.397940009,8,25,1.77815125,60,-1.22184875,0.06,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,52,40.5,0,0,5.394814815,6,-0.397062581,0.054727625
